,	O
insomnia	B
,	O
diarrhea	B
,	O
anxiety	B
,	O
fatigue	B
,	O
abnormal	B
dreams	I
,	O
and	O
hyperhidrosis	B
.	O
	
(	O
5.4	O
)	O
item	O
{	O
Viral	O
infections-	O
Employment	O
of	O
a	O
corticosteroid	O
medication	O
in	O
the	O
treatment	O
of	O
patients	O
with	O
a	O
history	O
of	O
herpes	O
simplex	O
requires	O
great	O
caution	O
.	O
	
Caution	O
should	O
be	O
exercised	O
in	O
treating	O
patients	O
with	O
pre-existing	O
hypertension	O
,	O
cardiovascular	O
,	O
or	O
cerebrovascular	O
conditions	O
that	O
might	O
be	O
compromised	O
by	O
increases	O
in	O
blood	O
pressure	O
.	O
	
Grade	O
3-4	O
adverse	O
reactions	O
and	O
laboratory	O
abnormalities	O
which	O
occurred	O
in	O
>	O
=	O
5	O
%	O
of	O
COMETRIQ-treated	O
patients	O
occurring	O
more	O
frequently	O
in	O
the	O
COMETRIQ	O
arm	O
with	O
a	O
between-arm	O
difference	O
of	O
>	O
=	O
2	O
%	O
included	O
,	O
in	O
order	O
of	O
decreasing	O
frequency	O
;	O
diarrhea	B
,	O
PPES	B
,	O
lymphopenia	B
,	O
hypocalcemia	B
,	O
fatigue	B
,	O
hypertension	B
,	O
asthenia	B
,	O
increased	B
ALT	I
,	O
decreased	B
weight	I
,	O
stomatitis	B
,	O
and	O
decreased	B
appetite	I
(	O
see	O
Table	O
1	O
,	O
Table	O
2	O
)	O
.	O
	
New-Onset	O
Diabetes	O
After	O
Transplantation	O
The	O
incidence	O
of	O
new-onset	B
diabetes	I
after	I
transplantation	I
(	O
NODAT	B
)	O
was	O
defined	O
in	O
Studies	O
1	O
and	O
2	O
as	O
use	O
of	O
an	O
antidiabetic	O
agent	O
for	O
>	O
=30	O
days	O
or	O
>	O
=2	O
fasting	O
plasma	O
glucose	O
values	O
>	O
=126	O
mg/dL	O
(	O
7.0	O
mmol/L	O
)	O
post-transplantation	O
.	O
	
5.14	O
Glaucoma	O
and	O
Cataracts	O
Glaucoma	B
,	O
increased	B
intraocular	I
pressure	I
,	O
and	O
cataracts	B
have	O
been	O
reported	O
in	O
patients	O
with	O
COPD	O
or	O
asthma	O
following	O
the	O
long-term	O
administration	O
of	O
inhaled	O
corticosteroids	O
.	O
	
Because	O
of	O
the	O
observed	O
ophthalmologic	O
adverse	O
reactions	O
,	O
POTIGA	O
should	O
only	O
be	O
used	O
in	O
patients	O
who	O
have	O
responded	O
inadequately	O
to	O
several	O
alternative	O
treatments	O
and	O
for	O
whom	O
the	O
benefits	O
outweigh	O
the	O
risk	O
of	O
retinal	O
abnormalities	O
and	O
potential	O
vision	O
loss	O
.	O
	
Advise	O
patients	O
with	O
myelosuppression	O
following	O
TREANDA	O
treatment	O
to	O
contact	O
a	O
physician	O
if	O
they	O
have	O
symptoms	O
or	O
signs	O
of	O
infection	O
.	O
	
Causality	O
can	O
not	O
be	O
excluded	O
.	O
	
To	O
report	O
SUSPECTED	O
ADVERSE	O
REACTIONS	O
,	O
contact	O
Pharmacyclics	O
at	O
1-877-877-3536	O
or	O
FDA	O
at	O
1-800-FDA-1088	O
or	O
www.fda.gov/medwatch	O
.	O
	
Adjunctive	O
Therapy	O
Controlled	O
Trials	O
In	O
the	O
controlled	O
adjunctive	O
therapy	O
epilepsy	O
trials	O
(	O
Study	O
3	O
,	O
Study	O
4	O
,	O
and	O
Study	O
5	O
)	O
,	O
the	O
rate	O
of	O
discontinuation	O
as	O
a	O
result	O
of	O
any	O
adverse	O
reaction	O
was	O
14	O
%	O
for	O
the	O
800	O
mg	O
dose	O
,	O
25	O
%	O
for	O
the	O
1200	O
mg	O
dose	O
,	O
and	O
7	O
%	O
in	O
subjects	O
randomized	O
to	O
placebo	O
.	O
	
(	O
6.1	O
)	O
*	O
Most	O
common	O
adverse	O
reactions	O
(	O
>	O
=20	O
%	O
)	O
for	O
TAFINLAR	O
in	O
combination	O
with	O
trametinib	O
are	O
pyrexia	B
,	O
chills	B
,	O
fatigue	B
,	O
rash	B
,	O
nausea	B
,	O
vomiting	B
,	O
diarrhea	B
,	O
abdominal	B
pain	I
,	O
peripheral	B
edema	I
,	O
cough	B
,	O
headache	B
,	O
arthralgia	B
,	O
night	B
sweats	I
,	O
decreased	B
appetite	I
,	O
constipation	B
,	O
and	O
myalgia	B
.	O
	
In	O
the	O
clinical	O
trials	O
,	O
blood	O
counts	O
were	O
monitored	O
every	O
week	O
initially	O
.	O
	
(	O
5.3	O
)	O
5.1	O
Anaphylaxis	O
and	O
Angioedema	O
TECFIDERA	O
can	O
cause	O
anaphylaxis	B
and	O
angioedema	B
after	O
the	O
first	O
dose	O
or	O
at	O
any	O
time	O
during	O
treatment	O
.	O
	
(	O
6.1	O
)	O
To	O
report	O
SUSPECTED	O
ADVERSE	O
REACTIONS	O
,	O
contact	O
Valeant	O
Pharmaceuticals	O
North	O
America	O
LLC	O
at	O
1-800-321-4576	O
or	O
FDA	O
at	O
1-800-FDA-1088	O
or	O
www.fda.gov/medwatch	O
6.1	O
Clinical	O
Trials	O
Experience	O
Because	O
clinical	O
trials	O
are	O
conducted	O
under	O
widely	O
varying	O
conditions	O
,	O
adverse	O
reaction	O
rates	O
observed	O
in	O
the	O
clinical	O
trials	O
of	O
a	O
drug	O
can	O
not	O
be	O
directly	O
compared	O
to	O
rates	O
in	O
the	O
clinical	O
trials	O
of	O
another	O
drug	O
and	O
may	O
not	O
reflect	O
the	O
rates	O
observed	O
in	O
practice	O
.	O
	
Patients	O
were	O
randomized	O
to	O
three	O
treatment	O
groups	O
:	O
Vimizim	O
2	O
mg/kg	O
once	O
per	O
week	O
(	O
n=58	O
)	O
,	O
Vimizim	O
2	O
mg/kg	O
once	O
every	O
other	O
week	O
(	O
n=59	O
)	O
,	O
or	O
placebo	O
(	O
n=59	O
)	O
.	O
	
(	O
5.8	O
)	O
5.1	O
Suicidal	O
Behavior	O
and	O
Ideation	O
Antiepileptic	O
drugs	O
(	O
AEDs	O
)	O
,	O
including	O
APTIOM	O
,	O
increase	O
the	O
risk	O
of	O
suicidal	B
thoughts	I
in	O
patients	O
taking	O
these	O
drugs	O
for	O
any	O
indication	O
.	O
	
The	O
role	O
of	O
lymphopenia	B
in	O
this	O
case	O
is	O
unknown	O
.	O
	
Gastrointestinal	O
disorders	O
Diarrhea	B
37	O
0	O
Nausea	B
21	O
0	O
Stomatitis	B
16	O
0	O
Gastroesophageal	B
reflux	I
disease	I
13	O
0	O
Skin	O
and	O
subcutaneous	O
tissue	O
disorders	O
Rash	B
22	O
0	O
Bruising	B
16	O
0	O
Pruritus	B
11	O
0	O
General	O
disorders	O
and	O
administrative	O
site	O
conditions	O
Fatigue	B
21	O
0	O
Musculoskeletal	O
and	O
connective	O
tissue	O
disorders	O
Muscle	B
spasms	I
21	O
0	O
Arthropathy	B
13	O
0	O
Infections	O
and	O
infestations	O
Upper	B
respiratory	I
tract	I
infection	I
19	O
0	O
Sinusitis	B
19	O
0	O
Pneumonia	B
14	O
6	O
Skin	B
infection	I
14	O
2	O
Respiratory	O
,	O
thoracic	O
and	O
mediastinal	O
disorders	O
Epistaxis	B
19	O
0	O
Cough	B
13	O
0	O
Nervous	O
system	O
disorders	O
Dizziness	B
14	O
0	O
Headache	B
13	O
0	O
Neoplasms	O
benign	O
,	O
malignant	O
,	O
and	O
unspecified	O
(	O
including	O
cysts	O
and	O
polyps	O
)	O
Skin	B
cancer	I
11	O
0	O
Table	O
8	O
:	O
Treatment-EmergentBased	O
on	O
laboratory	O
measurements	O
.	O
	
The	O
safety	O
of	O
INLYTA	O
has	O
been	O
evaluated	O
in	O
715	O
patients	O
in	O
monotherapy	O
studies	O
,	O
which	O
included	O
537	O
patients	O
with	O
advanced	O
RCC	O
.	O
	
Renal	B
function	I
abnormalities	I
can	O
occur	O
after	O
initiating	O
INVOKANA	O
[	O
see	O
Adverse	O
Reactions	O
(	O
6.1	O
)	O
]	O
.	O
	
In	O
the	O
clinical	O
study	O
of	O
7808	O
postmenopausal	O
women	O
with	O
osteoporosis	O
,	O
the	O
incidence	O
of	O
infections	B
resulting	O
in	O
death	B
was	O
0.2	O
%	O
in	O
both	O
placebo	O
and	O
Prolia	O
treatment	O
groups	O
.	O
	
Increases	O
in	O
Serum	O
Magnesium	O
Dose-related	O
increases	B
in	I
serum	I
magnesium	I
were	O
observed	O
early	O
after	O
initiation	O
of	O
INVOKANA	O
(	O
within	O
6	O
weeks	O
)	O
and	O
remained	O
elevated	O
throughout	O
treatment	O
.	O
	
Approximately	O
50	O
%	O
of	O
the	O
subjects	O
were	O
male	O
and	O
the	O
ethnic	O
distribution	O
was	O
60	O
%	O
Caucasian	O
,	O
30	O
%	O
Asian	O
,	O
6	O
%	O
Hispanic	O
,	O
2	O
%	O
Black	O
,	O
and	O
3	O
%	O
patients	O
of	O
other	O
ethnic	O
groups	O
.	O
	
Dose	O
reductions	O
due	O
to	O
adverse	O
reactions	O
were	O
required	O
in	O
16	O
%	O
of	O
XALKORI-treated	O
patients	O
.	O
	
This	O
finding	O
with	O
salmeterol	O
is	O
considered	O
a	O
class	O
effect	O
of	O
LABA	O
,	O
including	O
indacaterol	O
,	O
the	O
active	O
ingredient	O
in	O
ARCAPTA	O
NEOHALER	O
.	O
	
Therefore	O
,	O
remove	O
Qutenza	O
patches	O
gently	O
and	O
slowly	O
by	O
rolling	O
the	O
adhesive	O
side	O
inward	O
[	O
see	O
Dosage	O
and	O
Administration	O
(	O
2.3	O
)	O
]	O
.	O
	
After	O
the	O
Cleansing	O
Gel	O
has	O
been	O
wiped	O
off	O
,	O
wash	O
the	O
area	O
with	O
soap	O
and	O
water	O
.	O
	
Of	O
this	O
total	O
,	O
782	O
received	O
Toviaz	O
4	O
mg/day	O
,	O
and	O
785	O
received	O
Toviaz	O
8	O
mg/day	O
in	O
Phase	O
2	O
or	O
3	O
studies	O
with	O
treatment	O
periods	O
of	O
8	O
or	O
12	O
weeks	O
.	O
	
Monitor	O
and	O
manage	O
patients	O
using	O
standards	O
of	O
care	O
,	O
including	O
antidiarrheals	O
,	O
antiemetics	O
,	O
and	O
fluid	O
replacement	O
.	O
	
Tables	O
3	O
and	O
4	O
summarize	O
common	O
adverse	O
reactions	O
and	O
laboratory	O
abnormalities	O
in	O
XALKORI-treated	O
patients	O
.	O
	
At	O
the	O
end	O
of	O
treatment	O
,	O
0.8	O
%	O
,	O
4.0	O
%	O
,	O
and	O
2.7	O
%	O
of	O
patients	O
treated	O
with	O
placebo	O
,	O
INVOKANA	O
100	O
mg	O
,	O
and	O
INVOKANA	O
300	O
mg	O
,	O
respectively	O
,	O
had	O
hemoglobin	B
above	I
the	I
upper	I
limit	I
of	I
normal	I
.	O
	
If	O
skin	O
not	O
intended	O
to	O
be	O
treated	O
comes	O
into	O
contact	O
with	O
Qutenza	O
,	O
apply	O
Cleansing	O
Gel	O
and	O
then	O
wipe	O
off	O
with	O
dry	O
gauze	O
.	O
	
QT	O
Prolongation	O
*	O
QT	B
prolongation	I
can	O
occur	O
with	O
SIRTURO	O
.	O
	
Among	O
patients	O
treated	O
with	O
Qutenza	O
,	O
1	O
%	O
discontinued	O
prematurely	O
due	O
to	O
an	O
adverse	O
event	O
.	O
	
6.2	O
Clinical	O
Studies	O
Experience	O
Because	O
clinical	O
trials	O
are	O
conducted	O
under	O
widely	O
varying	O
conditions	O
,	O
adverse	O
reaction	O
rates	O
observed	O
in	O
the	O
clinical	O
trials	O
of	O
a	O
drug	O
can	O
not	O
be	O
directly	O
compared	O
to	O
rates	O
in	O
the	O
clinical	O
trials	O
of	O
another	O
drug	O
and	O
may	O
not	O
reflect	O
the	O
rate	O
observed	O
in	O
practice	O
.	O
	
Antipsychotic	O
treatment	O
,	O
itself	O
,	O
however	O
,	O
may	O
suppress	O
(	O
or	O
partially	O
suppress	O
)	O
the	O
signs	O
and	O
symptoms	O
of	O
the	O
syndrome	O
and	O
thereby	O
may	O
possibly	O
mask	O
the	O
underlying	O
process	O
.	O
	
Other	O
adverse	O
reactions	O
reported	O
in	O
patients	O
receiving	O
Besivance	O
occurring	O
in	O
approximately	O
1-2	O
%	O
of	O
patients	O
included	O
:	O
blurred	B
vision	I
,	O
eye	B
pain	I
,	O
eye	B
irritation	I
,	O
eye	B
pruritus	I
and	O
headache	B
.	O
	
This	O
rare	B
type	I
of	I
T-cell	I
lymphoma	I
has	O
a	O
very	O
aggressive	O
disease	O
course	O
and	O
is	O
usually	O
fatal	B
.	O
	
Monitor	O
LDL-C	O
and	O
treat	O
if	O
appropriate	O
after	O
initiating	O
INVOKANA	O
.	O
	
5	O
WARNINGS	O
AND	O
PRECAUTIONS	O
EXCERPT	O
:	O
*	O
The	O
potency	O
Units	O
of	O
DYSPORT	O
(	O
r	O
)	O
are	O
not	O
interchangeable	O
with	O
other	O
preparations	O
of	O
botulinum	O
toxin	O
products	O
and	O
,	O
therefore	O
,	O
units	O
of	O
biological	O
activity	O
of	O
DYSPORT	O
(	O
r	O
)	O
can	O
not	O
be	O
compared	O
to	O
or	O
converted	O
into	O
units	O
of	O
any	O
other	O
botulinum	O
toxin	O
products	O
(	O
5.1	O
)	O
*	O
Recommended	O
dose	O
and	O
frequency	O
of	O
administration	O
should	O
not	O
be	O
exceeded	O
(	O
5.4	O
)	O
*	O
Immediate	O
medical	O
attention	O
may	O
be	O
required	O
in	O
cases	O
of	O
swallowing	B
difficulties	I
(	O
5.3	O
)	O
*	O
Concomitant	O
neuromuscular	O
disorder	O
may	O
exacerbate	O
clinical	O
effects	O
of	O
treatment	O
(	O
5.5	O
)	O
*	O
DYSPORT	O
(	O
r	O
)	O
contains	O
human	O
albumin	O
.	O
	
(	O
2.4	O
,	O
5.10	O
)	O
*	O
Hepatic	B
Toxicity	I
and	O
Hepatic	B
Failure	I
:	O
Monitor	O
liver	O
enzymes	O
.	O
	
5	O
WARNINGS	O
AND	O
PRECAUTIONS	O
EXCERPT	O
:	O
*	O
If	O
the	O
following	O
occur	O
,	O
discontinue	O
ERWINAZE	O
:	O
Serious	O
hypersensitivity	B
reactions	I
,	O
including	O
anaphylaxis	B
(	O
5.1	O
)	O
Severe	O
or	O
pancreatitis	B
(	O
5.2	O
)	O
*	O
Glucose	B
intolerance	I
can	O
occur	O
and	O
,	O
in	O
some	O
cases	O
,	O
may	O
be	O
irreversible	O
.	O
	
For	O
persistent	O
hypertension	O
despite	O
use	O
of	O
anti-hypertensive	O
medications	O
,	O
reduce	O
the	O
INLYTA	O
dose	O
.	O
	
The	O
diagnosis	O
of	O
probable	O
PML	B
was	O
based	O
on	O
MRI	O
findings	O
and	O
the	O
detection	O
of	O
JCV	B
DNA	I
in	I
the	I
CSF	I
in	O
the	O
absence	O
of	O
clinical	O
signs	O
or	O
symptoms	O
specific	O
to	O
PML	B
.	O
	
Table	O
1	O
Table	O
2	O
6.2	O
Immunogenicity	O
As	O
with	O
most	O
therapeutic	O
proteins	O
,	O
patients	O
may	O
develop	O
anti-drug	O
antibodies	O
(	O
ADA	O
)	O
to	O
ERWINAZE.In	O
a	O
study	O
with	O
ERWINAZE	O
treatment	O
by	O
intramuscular	O
administration	O
(	O
Study	O
1	O
)	O
,	O
6	O
of	O
56	O
(	O
11	O
%	O
)	O
patients	O
treated	O
with	O
ERWINAZE	O
developed	O
antibodies	O
to	O
ERWINAZE	O
.	O
	
(	O
5.9	O
)	O
*	O
Monitor	O
for	O
proteinuria	O
before	O
initiation	O
of	O
,	O
and	O
periodically	O
throughout	O
,	O
treatment	O
with	O
INLYTA	O
.	O
	
(	O
5.3	O
)	O
*	O
Pulmonary	B
Toxicity	I
:	O
including	O
Acute	B
Respiratory	I
Distress	I
Syndrome	I
,	O
acute	B
respiratory	I
failure	I
,	O
and	O
acute	B
diffuse	I
infiltrative	I
pulmonary	I
disease	I
:	O
Withhold	O
Kyprolis	O
and	O
evaluate	O
promptly	O
(	O
5.4	O
)	O
*	O
Pulmonary	B
Hypertension	I
:	O
Withhold	O
Kyprolis	O
and	O
evaluate	O
(	O
5.5	O
)	O
*	O
Dyspnea	B
:	O
For	O
severe	O
or	O
life	O
threatening	O
dyspnea	O
,	O
withhold	O
Kyprolis	O
and	O
evaluate	O
.	O
	
breathing	B
difficulties	I
can	O
be	O
life	O
threatening	O
and	O
there	O
have	O
been	O
reports	O
of	O
death	B
related	O
to	O
spread	B
of	I
toxin	I
effects	I
.	O
	
Merkel	B
cell	I
carcinoma	I
has	O
been	O
reported	O
in	O
patients	O
treated	O
with	O
TNF-blocking	O
agents	O
.	O
	
Cases	O
of	O
syncope	B
were	O
also	O
reported	O
after	O
the	O
first	O
dose	O
of	O
GILENYA	O
.	O
	
Because	O
of	O
the	O
risk	O
of	O
seizure	O
associated	O
with	O
XTANDI	O
use	O
,	O
patients	O
should	O
be	O
advised	O
of	O
the	O
risk	O
of	O
engaging	O
in	O
any	O
activity	O
where	O
sudden	O
loss	O
of	O
consciousness	O
could	O
cause	O
serious	O
harm	O
to	O
themselves	O
or	O
others	O
.	O
	
The	O
symptoms	O
are	O
consistent	O
with	O
the	O
mechanism	O
of	O
action	O
of	O
botulinum	O
toxin	O
and	O
may	O
include	O
asthenia	B
,	O
generalized	B
muscle	I
weakness	I
,	O
diplopia	B
,	O
blurred	B
vision	I
,	O
ptosis	B
,	O
dysphagia	B
,	O
dysphonia	B
,	O
dysarthria	B
,	O
urinary	B
incontinence	I
,	O
and	O
breathing	B
difficulties	I
.	O
	
For	O
this	O
same	O
group	O
of	O
AFINITOR-treated	O
females	O
,	O
the	O
following	O
menstrual	B
abnormalities	I
were	O
reported	O
:	O
dysmenorrhea	B
(	O
6	O
%	O
)	O
,	O
menorrhagia	B
(	O
6	O
%	O
)	O
,	O
metrorrhagia	B
(	O
6	O
%	O
)	O
,	O
and	O
unspecified	B
menstrual	I
irregularity	I
(	O
6	O
%	O
)	O
.	O
	
For	O
patients	O
at	O
risk	O
for	O
chronically	O
reduced	O
renal	O
function	O
(	O
for	O
example	O
age	O
>	O
60	O
years	O
,	O
hypertension	O
or	O
diabetes	O
)	O
,	O
estimate	O
the	O
glomerular	O
filtration	O
rate	O
(	O
GFR	O
)	O
through	O
laboratory	O
testing	O
(	O
5.1	O
)	O
5	O
WARNINGS	O
AND	O
PRECAUTIONS	O
EXCERPT	O
:	O
*	O
Nephrogenic	B
Systemic	I
Fibrosis	I
has	O
occurred	O
in	O
patients	O
with	O
impaired	O
elimination	O
of	O
GBCAs	O
.	O
	
Of	O
the	O
14	O
patients	O
receiving	O
GILENYA	O
,	O
7	O
patients	O
had	O
2:1	B
AV	I
block	I
(	O
5	O
patients	O
within	O
the	O
first	O
6	O
hours	O
postdose	O
and	O
2	O
patients	O
after	O
6	O
hours	O
postdose	O
)	O
.	O
	
Somnolence	B
includes	O
the	O
following	O
events	O
:	O
somnolence	B
,	O
sedation	B
,	O
and	O
hypersomnia	B
.	O
	
In	O
Study	O
2	O
,	O
1	O
of	O
871	O
(	O
0.1	O
%	O
)	O
chemotherapy-naive	O
patients	O
treated	O
with	O
XTANDI	O
and	O
1	O
of	O
844	O
(	O
0.1	O
%	O
)	O
patients	O
treated	O
with	O
placebo	O
experienced	O
a	O
seizure	B
.	O
	
5.3	O
Congestive	O
Heart	O
Failure	O
Cases	O
of	O
worsening	B
congestive	I
heart	I
failure	I
)	O
and	O
new	B
onset	I
CHF	I
have	O
been	O
reported	O
with	O
TNF-blockers	O
,	O
including	O
SIMPONI	O
ARIA	O
.	O
	
5.4	O
Immune	O
Reconstitution	O
Syndrome	O
Immune	B
reconstitution	I
syndrome	I
has	O
been	O
reported	O
in	O
patients	O
treated	O
with	O
combination	O
antiretroviral	O
therapy	O
,	O
including	O
TIVICAY	O
.	O
	
5.4	O
Pulmonary	O
Toxicity	O
Acute	B
Respiratory	I
Distress	I
Syndrome	I
(	O
ARDS	B
)	O
,	O
acute	B
respiratory	I
failure	I
,	O
and	O
acute	B
diffuse	I
infiltrative	I
pulmonary	I
disease	I
such	O
as	O
pneumonitis	B
and	O
interstitial	B
lung	I
disease	I
have	O
occurred	O
in	O
less	O
than	O
1	O
%	O
of	O
patients	O
receiving	O
Kyprolis	O
.	O
	
Adverse	O
events	O
that	O
led	O
to	O
treatment	O
discontinuation	O
and	O
occurred	O
in	O
more	O
than	O
1	O
%	O
of	O
patients	O
taking	O
GILENYA	O
0.5	O
mg	O
were	O
serum	B
transaminase	I
elevations	I
(	O
4.7	O
%	O
compared	O
to	O
1	O
%	O
on	O
placebo	O
)	O
and	O
basal	B
cell	I
carcinoma	I
(	O
1	O
%	O
compared	O
to	O
0.5	O
%	O
on	O
placebo	O
)	O
.	O
	
The	O
most	O
common	O
adverse	O
reactions	O
(	O
>	O
=	O
3	O
%	O
;	O
2	O
or	O
more	O
patients	O
)	O
observed	O
in	O
alglucosidase	O
alfa-treated	O
patients	O
were	O
hypersensitivity	B
reactions	I
and	O
included	O
anaphylaxis	B
,	O
headache	B
,	O
nausea	B
,	O
urticaria	B
,	O
dizziness	B
,	O
chest	B
discomfort	I
,	O
vomiting	B
,	O
hyperhidrosis	B
,	O
flushing/feeling	O
hot	B
,	O
increased	B
blood	I
pressure	I
,	O
paresthesia	B
,	O
pyrexia	B
,	O
local	B
swelling	I
,	O
diarrhea	B
,	O
pruritus	B
,	O
rash	B
,	O
and	O
throat	B
tightness	I
.	O
	
If	O
hypertension	O
can	O
not	O
be	O
adequately	O
controlled	O
,	O
withhold	O
Kyprolis	O
and	O
evaluate	O
.	O
	
5.6	O
Embryofetal	O
Toxicity	O
Based	O
on	O
its	O
mechanism	O
of	O
action	O
,	O
GILOTRIF	O
can	O
cause	O
fetal	B
harm	I
when	O
administered	O
to	O
a	O
pregnant	O
woman	O
.	O
	
NMS	B
is	O
an	O
uncommon	O
but	O
life-threatening	O
syndrome	O
characterized	O
by	O
fever	B
or	O
hyperthermia	B
,	O
muscle	B
rigidity	I
,	O
involuntary	B
movements	I
,	O
altered	B
consciousness	I
,	O
and	O
mental	B
status	I
changes	I
.	O
	
If	O
this	O
product	O
is	O
to	O
be	O
given	O
to	O
a	O
patient	O
with	O
a	O
cephalosporin	O
,	O
penicillin	O
,	O
or	O
other	O
beta-lactam	O
allergy	O
,	O
exercise	O
caution	O
because	O
cross	O
sensitivity	O
has	O
been	O
established	O
.	O
	
(	O
5.2	O
)	O
*	O
HORIZANT	O
is	O
not	O
interchangeable	O
with	O
other	O
gabapentin	O
products	O
.	O
	
Inform	O
patients	O
of	O
the	O
risk	O
and	O
of	O
symptoms	O
and	O
to	O
contact	O
a	O
physician	O
immediately	O
if	O
symptoms	O
of	O
an	O
infusion	O
reaction	O
occur	O
[	O
see	O
Patient	O
Counseling	O
Information	O
(	O
17	O
)	O
]	O
.	O
	
6.3	O
Postmarketing	O
Experience	O
Similar	O
adverse	O
reactions	O
have	O
been	O
observed	O
in	O
postmarketing	O
use	O
as	O
compared	O
to	O
the	O
clinical	O
trials	O
.	O
	
5.13	O
Posterior	O
Reversible	O
Encephalopathy	O
Syndrome	O
(	O
PRES	O
)	O
Cases	O
of	O
PRES	B
have	O
been	O
reported	O
in	O
patients	O
receiving	O
Kyprolis	O
.	O
	
Although	O
the	O
overall	O
incidence	O
of	O
FD	O
&	O
C	O
Yellow	O
No	O
.	O
	
The	O
safety	O
data	O
described	O
below	O
are	O
based	O
on	O
the	O
confirmatory	O
6-	O
and	O
12-month	O
trials	O
.	O
	
Evaluate	O
dyspnea	O
to	O
exclude	O
cardiopulmonary	O
conditions	O
including	O
cardiac	O
failure	O
and	O
pulmonary	O
syndromes	O
.	O
	
In	O
some	O
cases	O
of	O
anaphylactic	B
reactions	I
,	O
epinephrine	O
was	O
administered	O
.	O
	
5.7	O
Risk	O
of	O
Serious	O
Adverse	O
Reactions	O
in	O
Pancreatic	O
and	O
Gastric	O
Anastomoses	O
ENTEREG	O
has	O
not	O
been	O
studied	O
in	O
patients	O
having	O
pancreatic	O
or	O
gastric	O
anastomosis	O
.	O
	
The	O
data	O
described	O
below	O
reflect	O
DOTAREM	O
exposure	O
in	O
2813	O
patients	O
,	O
representing	O
2672	O
adults	O
and	O
141	O
pediatric	O
patients	O
.	O
	
Table	O
4	O
displays	O
the	O
mean	O
changes	O
in	O
serum	O
creatinine	O
and	O
eGFR	O
levels	O
at	O
Week	O
144	O
and	O
the	O
percentage	O
of	O
subjects	O
with	O
elevations	B
in	I
serum	I
creatinine	I
(	O
All	O
Grades	O
)	O
.	O
	
In	O
the	O
clinical	O
trials	O
,	O
2	O
subjects	O
who	O
received	O
placebo	O
committed	O
suicide	B
compared	O
to	O
none	O
in	O
OTEZLA-treated	O
subjects	O
.	O
	
b	O
Includes	O
diarrhea	B
,	O
enteritis	B
,	O
enterocolitis	B
,	O
colitis	B
,	O
defecation	B
urgency	I
,	O
and	O
steatorrhea	B
.	O
	
6	O
ADVERSE	O
REACTIONS	O
EXCERPT	O
:	O
Most	O
common	O
adverse	O
reactions	O
(	O
>	O
1	O
%	O
and	O
more	O
common	O
than	O
with	O
placebo	O
)	O
:	O
ocular	B
irritation	I
,	O
application	B
site	I
irritation	I
,	O
and	O
application	B
site	I
anesthesia	I
.	O
	
Patients	O
with	O
neuromuscular	O
disorders	O
may	O
be	O
at	O
increased	O
risk	O
of	O
clinically	O
significant	O
effects	O
including	O
severe	O
dysphagia	B
and	O
respiratory	B
compromise	I
from	O
typical	O
doses	O
of	O
XEOMIN	O
[	O
See	O
Adverse	O
Reactions	O
(	O
6.1	O
)	O
]	O
.	O
	
5.5	O
Keratitis	O
Keratitis	B
,	O
characterized	O
as	O
worsening	B
eye	I
inflammation	I
,	O
lacrimation	B
,	O
light	B
sensitivity	I
,	O
blurred	B
vision	I
,	O
eye	B
